Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.00      0.44     0.00  4500000     0.00     0.00  std::__cxx11::_List_base<bool, std::allocator<bool> >::_M_put_node(std::_List_node<bool>*)
  0.00      0.44     0.00  4500000     0.00     0.00  void std::__cxx11::list<bool, std::allocator<bool> >::_M_insert<bool const&>(std::_List_iterator<bool>, bool const&)
  0.00      0.44     0.00  4500000     0.00     0.00  std::__cxx11::list<bool, std::allocator<bool> >::push_back(bool const&)
  0.00      0.44     0.00  2273500     0.00     0.00  __gnu_cxx::__aligned_membuf<std::__cxx11::list<bool, std::allocator<bool> > >::_M_ptr()
  0.00      0.44     0.00  2273500     0.00     0.00  __gnu_cxx::__aligned_membuf<std::__cxx11::list<bool, std::allocator<bool> > >::_M_addr()
  0.00      0.44     0.00  2273500     0.00     0.00  std::_List_node<std::__cxx11::list<bool, std::allocator<bool> > >::_M_valptr()
  0.00      0.44     0.00  2251500     0.00     0.00  std::_List_iterator<std::__cxx11::list<bool, std::allocator<bool> > >::operator*() const
  0.00      0.44     0.00  2251500     0.00     0.00  std::operator!=(std::_List_iterator<std::__cxx11::list<bool, std::allocator<bool> > > const&, std::_List_iterator<std::__cxx11::list<bool, std::allocator<bool> > > const&)
  0.00      0.44     0.00    49458     0.00     0.00  __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator*() const
  0.00      0.44     0.00    25000     0.00     0.00  std::_List_iterator<std::__cxx11::list<bool, std::allocator<bool> > >::_List_iterator(std::__detail::_List_node_base*)
  0.00      0.44     0.00    22006     0.00     0.00  std::_Bit_iterator_base::_Bit_iterator_base(unsigned long*, unsigned int)
  0.00      0.44     0.00    22002     0.00     0.00  std::_Bit_iterator::_Bit_iterator(unsigned long*, unsigned int)
  0.00      0.44     0.00    22001     0.00     0.00  std::_Bit_iterator::operator+=(long)
  0.00      0.44     0.00    22001     0.00     0.00  std::_Bit_iterator_base::_M_incr(long)
  0.00      0.44     0.00    22001     0.00     0.00  std::vector<bool, std::allocator<bool> >::begin()
  0.00      0.44     0.00    22001     0.00     0.00  std::operator+(std::_Bit_iterator const&, long)
  0.00      0.44     0.00    22000     0.00     0.00  std::_Bit_iterator::operator*() const
  0.00      0.44     0.00    22000     0.00     0.00  std::_Bit_iterator::operator[](long) const
  0.00      0.44     0.00    22000     0.00     0.00  std::_Bit_reference::_Bit_reference(unsigned long*, unsigned long)
  0.00      0.44     0.00    22000     0.00     0.00  std::vector<bool, std::allocator<bool> >::operator[](unsigned long)
  0.00      0.44     0.00    19000     0.00     0.00  std::_Bit_reference::operator bool() const
  0.00      0.44     0.00    19000     0.00     0.00  std::__cxx11::list<std::__cxx11::list<bool, std::allocator<bool> >, std::allocator<std::__cxx11::list<bool, std::allocator<bool> > > >::begin()
